mes_ano,Bola1,count_MMYY_bola1,Bola2,count_MMYY_bola2,Bola3,count_MMYY_bola3,Bola4,count_MMYY_bola4,Bola5,count_MMYY_bola5,Bola6,count_MMYY_bola6
01/1997,1,1,0,0,0,0,0,0,0,0,0,0
01/1997,3,1,0,0,0,0,0,0,0,0,0,0
01/1997,7,1,0,0,0,0,0,0,0,0,0,0
01/1997,14,1,0,0,0,0,0,0,0,0,0,0
01/1998,4,1,0,0,0,0,0,0,0,0,0,0
01/1998,5,1,0,0,0,0,0,0,0,0,0,0
01/1998,11,1,0,0,0,0,0,0,0,0,0,0
01/1998,13,1,0,0,0,0,0,0,0,0,0,0
01/1999,3,1,0,0,0,0,0,0,0,0,0,0
01/1999,5,1,0,0,0,0,0,0,0,0,0,0
01/1999,7,1,0,0,0,0,0,0,0,0,0,0
01/1999,12,1,0,0,0,0,0,0,0,0,0,0
01/2000,5,1,0,0,0,0,0,0,0,0,0,0
01/2000,11,1,0,0,0,0,0,0,0,0,0,0
01/2000,12,1,0,0,0,0,0,0,0,0,0,0
01/2000,29,1,0,0,0,0,0,0,0,0,0,0
01/2001,1,1,0,0,0,0,0,0,0,0,0,0
01/2001,2,1,0,0,0,0,0,0,0,0,0,0
01/2001,11,1,0,0,0,0,0,0,0,0,0,0
01/2001,16,1,0,0,0,0,0,0,0,0,0,0
01/2002,1,1,0,0,0,0,0,0,0,0,0,0
01/2002,2,1,0,0,0,0,0,0,0,0,0,0
01/2002,4,1,0,0,0,0,0,0,0,0,0,0
01/2002,5,1,0,0,0,0,0,0,0,0,0,0
01/2002,10,1,0,0,0,0,0,0,0,0,0,0
01/2002,21,1,0,0,0,0,0,0,0,0,0,0
01/2002,23,1,0,0,0,0,0,0,0,0,0,0
01/2002,29,1,0,0,0,0,0,0,0,0,0,0
01/2003,3,1,0,0,0,0,0,0,0,0,0,0
01/2003,4,1,0,0,0,0,0,0,0,0,0,0
01/2003,7,1,0,0,0,0,0,0,0,0,0,0
01/2003,8,2,0,0,0,0,0,0,0,0,0,0
01/2003,16,1,0,0,0,0,0,0,0,0,0,0
01/2003,17,1,0,0,0,0,0,0,0,0,0,0
01/2003,26,1,0,0,0,0,0,0,0,0,0,0
01/2004,1,3,0,0,0,0,0,0,0,0,0,0
01/2004,3,2,0,0,0,0,0,0,0,0,0,0
01/2004,4,1,0,0,0,0,0,0,0,0,0,0
01/2004,6,1,0,0,0,0,0,0,0,0,0,0
01/2004,8,1,0,0,0,0,0,0,0,0,0,0
01/2004,13,1,0,0,0,0,0,0,0,0,0,0
01/2005,1,1,0,0,0,0,0,0,0,0,0,0
01/2005,2,1,0,0,0,0,0,0,0,0,0,0
01/2005,5,1,0,0,0,0,0,0,0,0,0,0
01/2005,8,2,0,0,0,0,0,0,0,0,0,0
01/2005,10,1,0,0,0,0,0,0,0,0,0,0
01/2005,12,1,0,0,0,0,0,0,0,0,0,0
01/2005,15,1,0,0,0,0,0,0,0,0,0,0
01/2006,1,1,0,0,0,0,0,0,0,0,0,0
01/2006,2,2,0,0,0,0,0,0,0,0,0,0
01/2006,4,1,0,0,0,0,0,0,0,0,0,0
01/2006,5,1,0,0,0,0,0,0,0,0,0,0
01/2006,6,2,0,0,0,0,0,0,0,0,0,0
01/2006,8,1,0,0,0,0,0,0,0,0,0,0
01/2007,2,1,0,0,0,0,0,0,0,0,0,0
01/2007,3,1,0,0,0,0,0,0,0,0,0,0
01/2007,5,1,0,0,0,0,0,0,0,0,0,0
01/2007,9,1,0,0,0,0,0,0,0,0,0,0
01/2007,10,1,0,0,0,0,0,0,0,0,0,0
01/2007,13,1,0,0,0,0,0,0,0,0,0,0
01/2007,15,1,0,0,0,0,0,0,0,0,0,0
01/2007,17,1,0,0,0,0,0,0,0,0,0,0
01/2007,18,1,0,0,0,0,0,0,0,0,0,0
01/2008,1,1,0,0,0,0,0,0,0,0,0,0
01/2008,2,2,0,0,0,0,0,0,0,0,0,0
01/2008,5,1,0,0,0,0,0,0,0,0,0,0
01/2008,6,1,0,0,0,0,0,0,0,0,0,0
01/2008,7,1,0,0,0,0,0,0,0,0,0,0
01/2008,8,1,0,0,0,0,0,0,0,0,0,0
01/2008,15,1,0,0,0,0,0,0,0,0,0,0
01/2009,1,1,0,0,0,0,0,0,0,0,0,0
01/2009,2,1,0,0,0,0,0,0,0,0,0,0
01/2009,4,1,0,0,0,0,0,0,0,0,0,0
01/2009,6,1,0,0,0,0,0,0,0,0,0,0
01/2009,10,3,0,0,0,0,0,0,0,0,0,0
01/2009,13,1,0,0,0,0,0,0,0,0,0,0
01/2009,14,1,0,0,0,0,0,0,0,0,0,0
01/2010,1,1,0,0,0,0,0,0,0,0,0,0
01/2010,3,3,0,0,0,0,0,0,0,0,0,0
01/2010,6,2,0,0,0,0,0,0,0,0,0,0
01/2010,7,1,0,0,0,0,0,0,0,0,0,0
01/2010,9,1,0,0,0,0,0,0,0,0,0,0
01/2010,27,1,0,0,0,0,0,0,0,0,0,0
01/2011,1,1,0,0,0,0,0,0,0,0,0,0
01/2011,2,2,0,0,0,0,0,0,0,0,0,0
01/2011,3,2,0,0,0,0,0,0,0,0,0,0
01/2011,5,1,0,0,0,0,0,0,0,0,0,0
01/2011,10,1,0,0,0,0,0,0,0,0,0,0
01/2011,20,1,0,0,0,0,0,0,0,0,0,0
01/2012,1,1,0,0,0,0,0,0,0,0,0,0
01/2012,2,1,0,0,0,0,0,0,0,0,0,0
01/2012,3,2,0,0,0,0,0,0,0,0,0,0
01/2012,6,1,0,0,0,0,0,0,0,0,0,0
01/2012,9,1,0,0,0,0,0,0,0,0,0,0
01/2012,11,1,0,0,0,0,0,0,0,0,0,0
01/2012,13,1,0,0,0,0,0,0,0,0,0,0
01/2013,2,3,0,0,0,0,0,0,0,0,0,0
01/2013,4,1,0,0,0,0,0,0,0,0,0,0
01/2013,5,1,0,0,0,0,0,0,0,0,0,0
01/2013,6,1,0,0,0,0,0,0,0,0,0,0
01/2013,13,1,0,0,0,0,0,0,0,0,0,0
01/2013,15,1,0,0,0,0,0,0,0,0,0,0
01/2013,31,1,0,0,0,0,0,0,0,0,0,0
01/2014,1,1,0,0,0,0,0,0,0,0,0,0
01/2014,2,1,0,0,0,0,0,0,0,0,0,0
01/2014,5,2,0,0,0,0,0,0,0,0,0,0
01/2014,10,1,0,0,0,0,0,0,0,0,0,0
01/2014,18,1,0,0,0,0,0,0,0,0,0,0
01/2014,19,1,0,0,0,0,0,0,0,0,0,0
01/2014,23,1,0,0,0,0,0,0,0,0,0,0
01/2014,25,1,0,0,0,0,0,0,0,0,0,0
01/2015,1,3,0,0,0,0,0,0,0,0,0,0
01/2015,5,2,0,0,0,0,0,0,0,0,0,0
01/2015,7,1,0,0,0,0,0,0,0,0,0,0
01/2015,21,1,0,0,0,0,0,0,0,0,0,0
01/2015,22,1,0,0,0,0,0,0,0,0,0,0
01/2015,28,1,0,0,0,0,0,0,0,0,0,0
01/2016,1,1,0,0,0,0,0,0,0,0,0,0
01/2016,4,4,0,0,0,0,0,0,0,0,0,0
01/2016,5,1,0,0,0,0,0,0,0,0,0,0
01/2016,6,2,0,0,0,0,0,0,0,0,0,0
01/2016,10,1,0,0,0,0,0,0,0,0,0,0
01/2016,12,1,0,0,0,0,0,0,0,0,0,0
01/2017,1,1,0,0,0,0,0,0,0,0,0,0
01/2017,2,1,0,0,0,0,0,0,0,0,0,0
01/2017,3,1,0,0,0,0,0,0,0,0,0,0
01/2017,6,1,0,0,0,0,0,0,0,0,0,0
01/2017,9,1,0,0,0,0,0,0,0,0,0,0
01/2017,12,1,0,0,0,0,0,0,0,0,0,0
01/2017,16,1,0,0,0,0,0,0,0,0,0,0
01/2017,21,1,0,0,0,0,0,0,0,0,0,0
01/2018,1,3,0,0,0,0,0,0,0,0,0,0
01/2018,4,2,0,0,0,0,0,0,0,0,0,0
01/2018,11,1,0,0,0,0,0,0,0,0,0,0
01/2018,20,1,0,0,0,0,0,0,0,0,0,0
01/2018,22,1,0,0,0,0,0,0,0,0,0,0
01/2018,28,1,0,0,0,0,0,0,0,0,0,0
01/2019,1,2,0,0,0,0,0,0,0,0,0,0
01/2019,4,2,0,0,0,0,0,0,0,0,0,0
01/2019,11,2,0,0,0,0,0,0,0,0,0,0
01/2019,13,1,0,0,0,0,0,0,0,0,0,0
01/2019,17,2,0,0,0,0,0,0,0,0,0,0
01/2019,19,1,0,0,0,0,0,0,0,0,0,0
01/2020,1,1,0,0,0,0,0,0,0,0,0,0
01/2020,2,2,0,0,0,0,0,0,0,0,0,0
01/2020,5,1,0,0,0,0,0,0,0,0,0,0
01/2020,6,2,0,0,0,0,0,0,0,0,0,0
01/2020,9,1,0,0,0,0,0,0,0,0,0,0
01/2020,13,1,0,0,0,0,0,0,0,0,0,0
01/2020,16,1,0,0,0,0,0,0,0,0,0,0
01/2021,2,1,0,0,0,0,0,0,0,0,0,0
01/2021,4,2,0,0,0,0,0,0,0,0,0,0
01/2021,8,2,0,0,0,0,0,0,0,0,0,0
01/2021,9,2,0,0,0,0,0,0,0,0,0,0
01/2021,11,1,0,0,0,0,0,0,0,0,0,0
01/2021,12,1,0,0,0,0,0,0,0,0,0,0
01/2021,16,1,0,0,0,0,0,0,0,0,0,0
01/2022,1,2,0,0,0,0,0,0,0,0,0,0
01/2022,2,1,0,0,0,0,0,0,0,0,0,0
01/2022,9,1,0,0,0,0,0,0,0,0,0,0
01/2022,11,1,0,0,0,0,0,0,0,0,0,0
01/2022,13,1,0,0,0,0,0,0,0,0,0,0
01/2022,14,1,0,0,0,0,0,0,0,0,0,0
01/2022,15,1,0,0,0,0,0,0,0,0,0,0
01/2022,18,1,0,0,0,0,0,0,0,0,0,0
01/2023,1,1,0,0,0,0,0,0,0,0,0,0
01/2023,2,2,0,0,0,0,0,0,0,0,0,0
01/2023,3,2,0,0,0,0,0,0,0,0,0,0
01/2023,5,1,0,0,0,0,0,0,0,0,0,0
01/2023,9,1,0,0,0,0,0,0,0,0,0,0
01/2023,13,1,0,0,0,0,0,0,0,0,0,0
01/2023,19,1,0,0,0,0,0,0,0,0,0,0
01/2024,1,1,0,0,0,0,0,0,0,0,0,0
01/2024,3,2,0,0,0,0,0,0,0,0,0,0
01/2024,4,3,0,0,0,0,0,0,0,0,0,0
01/2024,7,1,0,0,0,0,0,0,0,0,0,0
01/2024,8,1,0,0,0,0,0,0,0,0,0,0
01/2024,10,3,0,0,0,0,0,0,0,0,0,0
01/2024,16,1,0,0,0,0,0,0,0,0,0,0
01/2025,4,1,0,0,0,0,0,0,0,0,0,0
01/2025,5,1,0,0,0,0,0,0,0,0,0,0
01/2025,6,1,0,0,0,0,0,0,0,0,0,0
01/2025,7,1,0,0,0,0,0,0,0,0,0,0
01/2025,8,1,0,0,0,0,0,0,0,0,0,0
01/2025,10,1,0,0,0,0,0,0,0,0,0,0
01/2025,11,2,0,0,0,0,0,0,0,0,0,0
01/2025,14,1,0,0,0,0,0,0,0,0,0,0
01/2025,15,1,0,0,0,0,0,0,0,0,0,0
01/2025,24,1,0,0,0,0,0,0,0,0,0,0
01/2025,29,1,0,0,0,0,0,0,0,0,0,0
01/2026,1,2,0,0,0,0,0,0,0,0,0,0
01/2026,3,2,0,0,0,0,0,0,0,0,0,0
01/2026,6,3,0,0,0,0,0,0,0,0,0,0
01/2026,7,1,0,0,0,0,0,0,0,0,0,0
01/2026,9,1,0,0,0,0,0,0,0,0,0,0
01/2026,10,2,0,0,0,0,0,0,0,0,0,0
01/2026,18,1,0,0,0,0,0,0,0,0,0,0
01/2026,19,1,0,0,0,0,0,0,0,0,0,0
02/1997,2,1,0,0,0,0,0,0,0,0,0,0
02/1997,6,1,0,0,0,0,0,0,0,0,0,0
02/1997,7,1,0,0,0,0,0,0,0,0,0,0
02/1997,17,1,0,0,0,0,0,0,0,0,0,0
02/1998,1,2,0,0,0,0,0,0,0,0,0,0
02/1998,14,1,0,0,0,0,0,0,0,0,0,0
02/1998,19,1,0,0,0,0,0,0,0,0,0,0
02/1999,2,1,0,0,0,0,0,0,0,0,0,0
02/1999,8,1,0,0,0,0,0,0,0,0,0,0
02/1999,12,1,0,0,0,0,0,0,0,0,0,0
02/1999,17,1,0,0,0,0,0,0,0,0,0,0
02/2000,3,1,0,0,0,0,0,0,0,0,0,0
02/2000,15,1,0,0,0,0,0,0,0,0,0,0
02/2000,18,1,0,0,0,0,0,0,0,0,0,0
02/2000,26,1,0,0,0,0,0,0,0,0,0,0
02/2001,1,1,0,0,0,0,0,0,0,0,0,0
02/2001,4,1,0,0,0,0,0,0,0,0,0,0
02/2001,7,1,0,0,0,0,0,0,0,0,0,0
02/2001,13,1,0,0,0,0,0,0,0,0,0,0
02/2002,1,1,0,0,0,0,0,0,0,0,0,0
02/2002,2,1,0,0,0,0,0,0,0,0,0,0
02/2002,4,1,0,0,0,0,0,0,0,0,0,0
02/2002,5,1,0,0,0,0,0,0,0,0,0,0
02/2002,7,1,0,0,0,0,0,0,0,0,0,0
02/2002,9,1,0,0,0,0,0,0,0,0,0,0
02/2002,14,1,0,0,0,0,0,0,0,0,0,0
02/2003,1,1,0,0,0,0,0,0,0,0,0,0
02/2003,2,1,0,0,0,0,0,0,0,0,0,0
02/2003,3,2,0,0,0,0,0,0,0,0,0,0
02/2003,4,1,0,0,0,0,0,0,0,0,0,0
02/2003,7,1,0,0,0,0,0,0,0,0,0,0
02/2003,10,1,0,0,0,0,0,0,0,0,0,0
02/2003,13,1,0,0,0,0,0,0,0,0,0,0
02/2004,3,2,0,0,0,0,0,0,0,0,0,0
02/2004,4,1,0,0,0,0,0,0,0,0,0,0
02/2004,6,2,0,0,0,0,0,0,0,0,0,0
02/2004,13,1,0,0,0,0,0,0,0,0,0,0
02/2004,14,1,0,0,0,0,0,0,0,0,0,0
02/2005,1,1,0,0,0,0,0,0,0,0,0,0
02/2005,10,1,0,0,0,0,0,0,0,0,0,0
02/2005,11,1,0,0,0,0,0,0,0,0,0,0
02/2005,12,1,0,0,0,0,0,0,0,0,0,0
02/2005,13,1,0,0,0,0,0,0,0,0,0,0
02/2005,17,1,0,0,0,0,0,0,0,0,0,0
02/2005,26,1,0,0,0,0,0,0,0,0,0,0
02/2006,1,1,0,0,0,0,0,0,0,0,0,0
02/2006,6,1,0,0,0,0,0,0,0,0,0,0
02/2006,9,1,0,0,0,0,0,0,0,0,0,0
02/2006,11,1,0,0,0,0,0,0,0,0,0,0
02/2006,12,1,0,0,0,0,0,0,0,0,0,0
02/2006,14,1,0,0,0,0,0,0,0,0,0,0
02/2006,24,1,0,0,0,0,0,0,0,0,0,0
02/2006,27,1,0,0,0,0,0,0,0,0,0,0
02/2007,1,1,0,0,0,0,0,0,0,0,0,0
02/2007,7,3,0,0,0,0,0,0,0,0,0,0
02/2007,14,1,0,0,0,0,0,0,0,0,0,0
02/2007,16,1,0,0,0,0,0,0,0,0,0,0
02/2007,17,1,0,0,0,0,0,0,0,0,0,0
02/2008,1,1,0,0,0,0,0,0,0,0,0,0
02/2008,3,2,0,0,0,0,0,0,0,0,0,0
02/2008,4,1,0,0,0,0,0,0,0,0,0,0
02/2008,5,2,0,0,0,0,0,0,0,0,0,0
02/2008,10,1,0,0,0,0,0,0,0,0,0,0
02/2008,16,1,0,0,0,0,0,0,0,0,0,0
02/2009,1,2,0,0,0,0,0,0,0,0,0,0
02/2009,2,1,0,0,0,0,0,0,0,0,0,0
02/2009,3,1,0,0,0,0,0,0,0,0,0,0
02/2009,7,1,0,0,0,0,0,0,0,0,0,0
02/2009,8,1,0,0,0,0,0,0,0,0,0,0
02/2009,14,1,0,0,0,0,0,0,0,0,0,0
02/2009,28,1,0,0,0,0,0,0,0,0,0,0
02/2010,1,1,0,0,0,0,0,0,0,0,0,0
02/2010,4,1,0,0,0,0,0,0,0,0,0,0
02/2010,6,1,0,0,0,0,0,0,0,0,0,0
02/2010,9,2,0,0,0,0,0,0,0,0,0,0
02/2010,14,1,0,0,0,0,0,0,0,0,0,0
02/2010,15,1,0,0,0,0,0,0,0,0,0,0
02/2010,20,1,0,0,0,0,0,0,0,0,0,0
02/2011,2,1,0,0,0,0,0,0,0,0,0,0
02/2011,4,1,0,0,0,0,0,0,0,0,0,0
02/2011,5,1,0,0,0,0,0,0,0,0,0,0
02/2011,7,1,0,0,0,0,0,0,0,0,0,0
02/2011,10,1,0,0,0,0,0,0,0,0,0,0
02/2011,11,1,0,0,0,0,0,0,0,0,0,0
02/2011,19,1,0,0,0,0,0,0,0,0,0,0
02/2011,26,1,0,0,0,0,0,0,0,0,0,0
02/2012,2,3,0,0,0,0,0,0,0,0,0,0
02/2012,6,1,0,0,0,0,0,0,0,0,0,0
02/2012,10,1,0,0,0,0,0,0,0,0,0,0
02/2012,12,1,0,0,0,0,0,0,0,0,0,0
02/2012,23,1,0,0,0,0,0,0,0,0,0,0
02/2012,25,1,0,0,0,0,0,0,0,0,0,0
02/2013,1,1,0,0,0,0,0,0,0,0,0,0
02/2013,2,1,0,0,0,0,0,0,0,0,0,0
02/2013,4,2,0,0,0,0,0,0,0,0,0,0
02/2013,6,1,0,0,0,0,0,0,0,0,0,0
02/2013,10,1,0,0,0,0,0,0,0,0,0,0
02/2013,12,1,0,0,0,0,0,0,0,0,0,0
02/2013,23,1,0,0,0,0,0,0,0,0,0,0
02/2014,1,1,0,0,0,0,0,0,0,0,0,0
02/2014,3,1,0,0,0,0,0,0,0,0,0,0
02/2014,6,1,0,0,0,0,0,0,0,0,0,0
02/2014,7,1,0,0,0,0,0,0,0,0,0,0
02/2014,11,1,0,0,0,0,0,0,0,0,0,0
02/2014,13,1,0,0,0,0,0,0,0,0,0,0
02/2014,15,1,0,0,0,0,0,0,0,0,0,0
02/2014,20,1,0,0,0,0,0,0,0,0,0,0
02/2015,1,3,0,0,0,0,0,0,0,0,0,0
02/2015,3,1,0,0,0,0,0,0,0,0,0,0
02/2015,7,1,0,0,0,0,0,0,0,0,0,0
02/2015,9,1,0,0,0,0,0,0,0,0,0,0
02/2015,10,1,0,0,0,0,0,0,0,0,0,0
02/2015,23,1,0,0,0,0,0,0,0,0,0,0
02/2016,1,2,0,0,0,0,0,0,0,0,0,0
02/2016,2,2,0,0,0,0,0,0,0,0,0,0
02/2016,3,1,0,0,0,0,0,0,0,0,0,0
02/2016,6,1,0,0,0,0,0,0,0,0,0,0
02/2016,11,1,0,0,0,0,0,0,0,0,0,0
02/2016,12,1,0,0,0,0,0,0,0,0,0,0
02/2016,13,1,0,0,0,0,0,0,0,0,0,0
02/2017,2,1,0,0,0,0,0,0,0,0,0,0
02/2017,3,1,0,0,0,0,0,0,0,0,0,0
02/2017,6,1,0,0,0,0,0,0,0,0,0,0
02/2017,8,1,0,0,0,0,0,0,0,0,0,0
02/2017,9,1,0,0,0,0,0,0,0,0,0,0
02/2017,11,1,0,0,0,0,0,0,0,0,0,0
02/2017,12,1,0,0,0,0,0,0,0,0,0,0
02/2017,20,1,0,0,0,0,0,0,0,0,0,0
02/2017,29,1,0,0,0,0,0,0,0,0,0,0
02/2018,2,2,0,0,0,0,0,0,0,0,0,0
02/2018,4,1,0,0,0,0,0,0,0,0,0,0
02/2018,6,1,0,0,0,0,0,0,0,0,0,0
02/2018,8,2,0,0,0,0,0,0,0,0,0,0
02/2018,11,1,0,0,0,0,0,0,0,0,0,0
02/2018,16,1,0,0,0,0,0,0,0,0,0,0
02/2018,17,1,0,0,0,0,0,0,0,0,0,0
02/2019,1,2,0,0,0,0,0,0,0,0,0,0
02/2019,2,1,0,0,0,0,0,0,0,0,0,0
02/2019,3,1,0,0,0,0,0,0,0,0,0,0
02/2019,6,1,0,0,0,0,0,0,0,0,0,0
02/2019,7,1,0,0,0,0,0,0,0,0,0,0
02/2019,8,1,0,0,0,0,0,0,0,0,0,0
02/2019,11,1,0,0,0,0,0,0,0,0,0,0
02/2019,14,1,0,0,0,0,0,0,0,0,0,0
02/2020,4,3,0,0,0,0,0,0,0,0,0,0
02/2020,7,3,0,0,0,0,0,0,0,0,0,0
02/2020,11,2,0,0,0,0,0,0,0,0,0,0
02/2020,14,1,0,0,0,0,0,0,0,0,0,0
02/2021,2,1,0,0,0,0,0,0,0,0,0,0
02/2021,3,1,0,0,0,0,0,0,0,0,0,0
02/2021,4,2,0,0,0,0,0,0,0,0,0,0
02/2021,7,1,0,0,0,0,0,0,0,0,0,0
02/2021,8,1,0,0,0,0,0,0,0,0,0,0
02/2021,11,1,0,0,0,0,0,0,0,0,0,0
02/2021,17,1,0,0,0,0,0,0,0,0,0,0
02/2022,2,1,0,0,0,0,0,0,0,0,0,0
02/2022,8,1,0,0,0,0,0,0,0,0,0,0
02/2022,9,1,0,0,0,0,0,0,0,0,0,0
02/2022,10,2,0,0,0,0,0,0,0,0,0,0
02/2022,13,1,0,0,0,0,0,0,0,0,0,0
02/2022,15,1,0,0,0,0,0,0,0,0,0,0
02/2022,21,1,0,0,0,0,0,0,0,0,0,0
02/2022,28,1,0,0,0,0,0,0,0,0,0,0
02/2023,4,1,0,0,0,0,0,0,0,0,0,0
02/2023,5,1,0,0,0,0,0,0,0,0,0,0
02/2023,6,1,0,0,0,0,0,0,0,0,0,0
02/2023,7,1,0,0,0,0,0,0,0,0,0,0
02/2023,9,1,0,0,0,0,0,0,0,0,0,0
02/2023,10,1,0,0,0,0,0,0,0,0,0,0
02/2023,11,1,0,0,0,0,0,0,0,0,0,0
02/2023,16,1,0,0,0,0,0,0,0,0,0,0
02/2023,19,1,0,0,0,0,0,0,0,0,0,0
02/2024,1,1,0,0,0,0,0,0,0,0,0,0
02/2024,2,1,0,0,0,0,0,0,0,0,0,0
02/2024,6,1,0,0,0,0,0,0,0,0,0,0
02/2024,7,1,0,0,0,0,0,0,0,0,0,0
02/2024,9,4,0,0,0,0,0,0,0,0,0,0
02/2024,11,1,0,0,0,0,0,0,0,0,0,0
02/2024,12,1,0,0,0,0,0,0,0,0,0,0
02/2024,13,1,0,0,0,0,0,0,0,0,0,0
02/2024,17,1,0,0,0,0,0,0,0,0,0,0
02/2025,1,3,0,0,0,0,0,0,0,0,0,0
02/2025,2,3,0,0,0,0,0,0,0,0,0,0
02/2025,4,1,0,0,0,0,0,0,0,0,0,0
02/2025,5,1,0,0,0,0,0,0,0,0,0,0
02/2025,6,1,0,0,0,0,0,0,0,0,0,0
02/2025,7,1,0,0,0,0,0,0,0,0,0,0
02/2025,13,1,0,0,0,0,0,0,0,0,0,0
02/2025,15,1,0,0,0,0,0,0,0,0,0,0
02/2026,1,2,0,0,0,0,0,0,0,0,0,0
02/2026,3,1,0,0,0,0,0,0,0,0,0,0
02/2026,6,1,0,0,0,0,0,0,0,0,0,0
02/2026,7,2,0,0,0,0,0,0,0,0,0,0
02/2026,8,1,0,0,0,0,0,0,0,0,0,0
02/2026,9,1,0,0,0,0,0,0,0,0,0,0
02/2026,10,1,0,0,0,0,0,0,0,0,0,0
02/2026,16,1,0,0,0,0,0,0,0,0,0,0
02/2026,22,1,0,0,0,0,0,0,0,0,0,0
03/1996,4,1,0,0,0,0,0,0,0,0,0,0
03/1996,9,1,0,0,0,0,0,0,0,0,0,0
03/1996,10,1,0,0,0,0,0,0,0,0,0,0
03/1997,2,2,0,0,0,0,0,0,0,0,0,0
03/1997,3,1,0,0,0,0,0,0,0,0,0,0
03/1997,5,1,0,0,0,0,0,0,0,0,0,0
03/1997,15,1,0,0,0,0,0,0,0,0,0,0
03/1998,1,1,0,0,0,0,0,0,0,0,0,0
03/1998,2,1,0,0,0,0,0,0,0,0,0,0
03/1998,3,1,0,0,0,0,0,0,0,0,0,0
03/1998,5,1,0,0,0,0,0,0,0,0,0,0
03/1998,21,1,0,0,0,0,0,0,0,0,0,0
03/1999,2,1,0,0,0,0,0,0,0,0,0,0
03/1999,4,2,0,0,0,0,0,0,0,0,0,0
03/1999,9,1,0,0,0,0,0,0,0,0,0,0
03/2000,6,1,0,0,0,0,0,0,0,0,0,0
03/2000,10,1,0,0,0,0,0,0,0,0,0,0
03/2000,13,1,0,0,0,0,0,0,0,0,0,0
03/2000,20,1,0,0,0,0,0,0,0,0,0,0
03/2001,1,1,0,0,0,0,0,0,0,0,0,0
03/2001,5,1,0,0,0,0,0,0,0,0,0,0
03/2001,7,1,0,0,0,0,0,0,0,0,0,0
03/2001,8,1,0,0,0,0,0,0,0,0,0,0
03/2001,11,1,0,0,0,0,0,0,0,0,0,0
03/2002,1,1,0,0,0,0,0,0,0,0,0,0
03/2002,4,1,0,0,0,0,0,0,0,0,0,0
03/2002,5,1,0,0,0,0,0,0,0,0,0,0
03/2002,7,1,0,0,0,0,0,0,0,0,0,0
03/2002,8,1,0,0,0,0,0,0,0,0,0,0
03/2002,10,1,0,0,0,0,0,0,0,0,0,0
03/2002,11,1,0,0,0,0,0,0,0,0,0,0
03/2002,16,1,0,0,0,0,0,0,0,0,0,0
03/2002,19,1,0,0,0,0,0,0,0,0,0,0
03/2003,1,1,0,0,0,0,0,0,0,0,0,0
03/2003,3,2,0,0,0,0,0,0,0,0,0,0
03/2003,6,1,0,0,0,0,0,0,0,0,0,0
03/2003,7,1,0,0,0,0,0,0,0,0,0,0
03/2003,8,1,0,0,0,0,0,0,0,0,0,0
03/2003,11,1,0,0,0,0,0,0,0,0,0,0
03/2003,15,1,0,0,0,0,0,0,0,0,0,0
03/2004,4,3,0,0,0,0,0,0,0,0,0,0
03/2004,8,1,0,0,0,0,0,0,0,0,0,0
03/2004,11,1,0,0,0,0,0,0,0,0,0,0
03/2004,14,1,0,0,0,0,0,0,0,0,0,0
03/2004,16,1,0,0,0,0,0,0,0,0,0,0
03/2004,17,1,0,0,0,0,0,0,0,0,0,0
03/2004,35,1,0,0,0,0,0,0,0,0,0,0
03/2005,3,1,0,0,0,0,0,0,0,0,0,0
03/2005,5,1,0,0,0,0,0,0,0,0,0,0
03/2005,9,1,0,0,0,0,0,0,0,0,0,0
03/2005,10,2,0,0,0,0,0,0,0,0,0,0
03/2005,11,1,0,0,0,0,0,0,0,0,0,0
03/2005,14,2,0,0,0,0,0,0,0,0,0,0
03/2005,26,1,0,0,0,0,0,0,0,0,0,0
03/2006,1,2,0,0,0,0,0,0,0,0,0,0
03/2006,2,3,0,0,0,0,0,0,0,0,0,0
03/2006,4,2,0,0,0,0,0,0,0,0,0,0
03/2006,10,1,0,0,0,0,0,0,0,0,0,0
03/2006,20,1,0,0,0,0,0,0,0,0,0,0
03/2007,2,1,0,0,0,0,0,0,0,0,0,0
03/2007,3,2,0,0,0,0,0,0,0,0,0,0
03/2007,6,1,0,0,0,0,0,0,0,0,0,0
03/2007,7,1,0,0,0,0,0,0,0,0,0,0
03/2007,8,1,0,0,0,0,0,0,0,0,0,0
03/2007,14,1,0,0,0,0,0,0,0,0,0,0
03/2007,17,1,0,0,0,0,0,0,0,0,0,0
03/2007,30,1,0,0,0,0,0,0,0,0,0,0
03/2008,1,2,0,0,0,0,0,0,0,0,0,0
03/2008,2,1,0,0,0,0,0,0,0,0,0,0
03/2008,5,2,0,0,0,0,0,0,0,0,0,0
03/2008,14,1,0,0,0,0,0,0,0,0,0,0
03/2008,22,1,0,0,0,0,0,0,0,0,0,0
03/2008,23,1,0,0,0,0,0,0,0,0,0,0
03/2008,46,1,0,0,0,0,0,0,0,0,0,0
03/2009,1,2,0,0,0,0,0,0,0,0,0,0
03/2009,2,1,0,0,0,0,0,0,0,0,0,0
03/2009,6,1,0,0,0,0,0,0,0,0,0,0
03/2009,12,1,0,0,0,0,0,0,0,0,0,0
03/2009,13,1,0,0,0,0,0,0,0,0,0,0
03/2009,15,1,0,0,0,0,0,0,0,0,0,0
03/2009,18,1,0,0,0,0,0,0,0,0,0,0
03/2010,1,1,0,0,0,0,0,0,0,0,0,0
03/2010,4,1,0,0,0,0,0,0,0,0,0,0
